Id,Neighbourhood,Neighbourhood  Group,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum Nights,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Location
7167,Arroios,Lisboa,38.728400,-9.135210,Shared room in hostel,Shared room,6,9,1,6,13,1,18,4,4.56,3.72,4.33
7168,Santa Maria Maior,Lisboa,38.711820,-9.131160,Entire rental unit,Entire home/apt,6,1,2,4,119,1,187,4.82,4.91,4.89,4.95
7169,Santa Maria Maior,Lisboa,38.710590,-9.129430,Entire rental unit,Entire home/apt,6,1,3,3,75,3,100,4.9,4.95,5,4.95
7170,Arroios,Lisboa,38.724320,-9.133390,Entire rental unit,Entire home/apt,4,1,3,3,100,2,28,4.78,4.96,4.81,4.85
7171,Cascais e Estoril,Cascais,38.698000,-9.431210,Entire rental unit,Entire home/apt,4,1,2,3,328,5,25,4.84,4.96,5,4.92
7172,Turcifal,Torres Vedras,39.037470,-9.239540,Entire townhouse,Entire home/apt,7,3,3,5,160,3,7,5,4.86,4.86,4.86
7173,Alcntara,Lisboa,38.707170,-9.182460,Entire rental unit,Entire home/apt,4,1,1,2,45,2,48,4.72,4.87,4.55,4.62
7174,Santa Maria Maior,Lisboa,38.716890,-9.133530,Entire condominium (condo),Entire home/apt,4,2,2,2,177,3,23,4.91,4.82,4.91,4.73
7175,Lumiar,Lisboa,38.764830,-9.168470,Entire rental unit,Entire home/apt,6,2,2,4,105,4,9,5,5,5,5
7176,So Domingos de Benfica,Lisboa,38.752380,-9.173010,Private room in rental unit,Private room,2,2,1,2,55,5,11,4.91,4.73,4.73,4.82
7177,Estrela,Lisboa,38.711400,-9.164390,Entire rental unit,Entire home/apt,2,1,1,1,55,1,21,4.52,4.62,4.81,4.19
7178,Santa Maria Maior,Lisboa,38.711530,-9.127120,Entire rental unit,Entire home/apt,4,1,2,2,77,2,88,4.86,4.89,4.98,4.88
7179,Ericeira,Mafra,38.981050,-9.413270,Entire rental unit,Entire home/apt,2,1,0,2,45,2,21,4.86,4.81,4.9,4.57
7180,Arroios,Lisboa,38.731270,-9.133160,Private room in rental unit,Private room,1,1,1,1,26,1,38,4.87,4.95,4.71,4.79
7181,Carnide,Lisboa,38.758690,-9.190090,Entire rental unit,Entire home/apt,2,1,1,2,40,2,33,4.64,4.94,4.97,4.64
7182,Areeiro,Lisboa,38.738470,-9.128820,Entire guest suite,Entire home/apt,2,1,1,2,49,2,60,4.86,4.9,4.9,4.73
7183,Arroios,Lisboa,38.716490,-9.138540,Entire rental unit,Entire home/apt,2,1,1,1,65,3,77,4.71,4.86,4.83,4.77
7184,Avenidas Novas,Lisboa,38.733230,-9.157160,Private room in rental unit,Private room,2,2,1,1,29,28,11,4.91,4.91,4.64,5
7185,Arroios,Lisboa,38.715510,-9.137820,Entire condominium (condo),Entire home/apt,3,1,1,1,202,2,124,4.87,4.93,4.85,4.78
7186,So Joo das Lampas e Terrugem,Sintra,38.911330,-9.412370,Entire rental unit,Entire home/apt,4,1,2,2,142,3,29,4.9,4.86,4.69,4.86
7187,Santa Maria Maior,Lisboa,38.712860,-9.142520,Entire rental unit,Entire home/apt,4,1,2,2,55,2,59,4.6,4.74,4.71,4.93
7188,Cascais e Estoril,Cascais,38.696090,-9.423590,Entire residential home,Entire home/apt,6,2,3,4,172,6,43,4.98,4.95,4.95,5
7189,Benfica,Lisboa,38.743390,-9.201030,Private room in residential home,Private room,2,1,1,1,45,1,6,5,5,5,5
7190,Santa Maria Maior,Lisboa,38.711770,-9.131010,Entire rental unit,Entire home/apt,6,1,2,4,119,1,195,4.78,4.85,4.62,4.95
7191,Benfica,Lisboa,38.743640,-9.201420,Private room in residential home,Private room,2,1,1,1,45,1,9,4.44,4.44,4.89,4.56
7192,Santa Maria Maior,Lisboa,38.711770,-9.131010,Entire rental unit,Entire home/apt,6,1,3,5,129,1,200,4.78,4.85,4.81,4.93
7193,Santa Maria Maior,Lisboa,38.711670,-9.131000,Entire rental unit,Entire home/apt,6,2,2,3,109,1,163,4.59,4.75,4.71,4.91
7194,Santa Maria Maior,Lisboa,38.710720,-9.131650,Entire rental unit,Entire home/apt,4,1,2,3,109,1,48,4.73,4.79,4.96,4.9
7195,Campo de Ourique,Lisboa,38.720540,-9.168150,Entire rental unit,Entire home/apt,6,2,5,6,119,3,33,4.82,4.85,4.79,4.42
7196,Rio de Mouro,Sintra,38.756700,-9.353450,Entire guesthouse,Entire home/apt,5,1,1,3,75,1,10,4.1,4.3,4.4,4.5
7197,Ericeira,Mafra,38.960370,-9.417890,Entire rental unit,Entire home/apt,4,1,1,1,65,3,11,4.64,4.55,4.91,4.91
7198,Ericeira,Mafra,38.961230,-9.415810,Entire rental unit,Entire home/apt,6,1,2,2,85,3,11,4.45,4.36,4.36,4.91
7199,Misericrdia,Lisboa,38.710360,-9.151010,Entire rental unit,Entire home/apt,4,1,1,2,45,4,116,4.77,4.84,4.78,4.97
7200,Cascais e Estoril,Cascais,38.728900,-9.449630,Entire guesthouse,Entire home/apt,2,1,1,1,60,2,2,4.5,4.5,5,4.5
7201,Santo Isidoro,Mafra,39.004980,-9.390060,Entire residential home,Entire home/apt,2,1,0,1,30,4,13,4.69,4.69,4.62,4.69
7202,So Vicente,Lisboa,38.713250,-9.129590,Entire rental unit,Entire home/apt,3,1,1,2,27,2,111,4.41,4.76,4.34,4.83
7203,Misericrdia,Lisboa,38.714400,-9.152690,Entire rental unit,Entire home/apt,14,3,4,8,279,2,30,4.9,4.83,4.83,4.87
7204,Arroios,Lisboa,38.717230,-9.139380,Entire rental unit,Entire home/apt,4,1,2,2,70,2,72,4.69,4.79,4.86,4.75
7205,Santa Maria Maior,Lisboa,38.715500,-9.140670,Entire rental unit,Entire home/apt,2,1,0,1,54,1,77,4.83,4.9,4.96,5
7206,Santo Antnio,Lisboa,38.716710,-9.145770,Entire rental unit,Entire home/apt,3,1,1,2,109,1,185,4.88,4.82,4.92,4.93
7207,So Vicente,Lisboa,38.718050,-9.128870,Entire rental unit,Entire home/apt,2,1,1,2,48,2,115,4.97,4.97,4.9,4.93
7208,Cascais e Estoril,Cascais,38.697340,-9.447290,Entire villa,Entire home/apt,8,3,4,6,239,4,11,4.36,4.55,4.91,4.45
7209,Estrela,Lisboa,38.708880,-9.164450,Entire rental unit,Entire home/apt,10,3,9,10,139,3,1,5,5,5,5
7210,Penha de Frana,Lisboa,38.729590,-9.131690,Private room in rental unit,Private room,2,1,1,1,63,2,23,4.95,5,4.95,4.77
7211,So Vicente,Lisboa,38.717550,-9.130680,Entire rental unit,Entire home/apt,4,1,1,2,53,2,164,4.92,4.89,4.93,4.87
7212,Santo Antnio,Lisboa,38.722560,-9.144220,Entire rental unit,Entire home/apt,4,2,2,2,180,3,35,4.94,4.97,4.97,4.94
7213,Misericrdia,Lisboa,38.715540,-9.144850,Entire rental unit,Entire home/apt,2,1,1,1,76,25,5,4.8,4.8,5,5
7214,A dos Cunhados e Maceira,Torres Vedras,39.139110,-9.376340,Entire rental unit,Entire home/apt,4,1,2,2,80,3,27,5,4.96,4.96,4.81
7215,Ericeira,Mafra,38.965720,-9.418360,Entire rental unit,Entire home/apt,4,1,2,3,45,2,14,4.64,4.64,4.79,4.93
7216,Beato,Lisboa,38.734920,-9.121580,Private room in rental unit,Private room,1,1,1,2,16,25,46,4.54,4.67,4.57,4.52
7217,Santa Maria Maior,Lisboa,38.708140,-9.133590,Entire rental unit,Entire home/apt,4,2,2,0,105,2,51,4.65,4.76,4.76,4.94
7218,Arroios,Lisboa,38.715510,-9.137820,Entire condominium (condo),Entire home/apt,3,1,1,2,160,2,61,4.89,4.97,5,4.81
7219,Misericrdia,Lisboa,38.709670,-9.145340,Entire loft,Entire home/apt,2,1,1,1,119,3,114,4.97,4.96,4.96,4.97
7220,Cascais e Estoril,Cascais,38.700050,-9.379930,Entire rental unit,Entire home/apt,4,2,1,2,93,2,19,4.95,4.95,4.95,4.68
7221,So Vicente,Lisboa,38.719300,-9.129980,Entire rental unit,Entire home/apt,4,1,1,2,55,2,180,4.72,4.86,4.84,4.77
7222,Arroios,Lisboa,38.726390,-9.134870,Private room in rental unit,Private room,2,1,1,1,45,2,23,4.65,4.87,4.52,4.65
7223,Areeiro,Lisboa,38.744820,-9.137930,Private room in rental unit,Private room,1,2,1,1,18,1,13,4.62,4.69,4.54,4.62
7224,Penha de Frana,Lisboa,38.721420,-9.129810,Entire rental unit,Entire home/apt,4,1,1,1,28,4,50,4.5,4.76,4.6,4.86
7225,Arroios,Lisboa,38.731290,-9.134190,Private room in rental unit,Private room,1,2,1,1,27,1,16,4.88,5,4.88,4.75
7226,Lourinh e Atalaia,Lourinh,39.253300,-9.333040,Private room in residential home,Private room,8,2,4,5,30,1,6,4.83,4.5,4.83,4.67
7227,Ericeira,Mafra,38.969470,-9.417320,Entire condominium (condo),Entire home/apt,2,1,1,1,60,2,17,4.88,4.94,4.76,4.76
7228,Estrela,Lisboa,38.712110,-9.154940,Entire rental unit,Entire home/apt,3,1,1,2,65,3,42,4.83,4.98,4.95,4.69
7229,So Vicente,Lisboa,38.718660,-9.124550,Entire rental unit,Entire home/apt,3,1,1,2,47,3,68,4.93,4.97,4.85,4.62
7230,Santa Maria Maior,Lisboa,38.711790,-9.130590,Entire rental unit,Entire home/apt,2,1,1,1,100,2,6,4.67,5,5,4.83
7231,Santo Antnio,Lisboa,38.716880,-9.145240,Entire rental unit,Entire home/apt,3,1,1,1,88,2,67,4.69,4.9,4.82,4.94
7232,Santa Maria Maior,Lisboa,38.709130,-9.132040,Entire rental unit,Entire home/apt,4,1,1,2,63,3,144,4.95,4.94,5,4.9
7233,Arroios,Lisboa,38.719550,-9.133350,Entire rental unit,Entire home/apt,3,1,1,1,100,3,73,4.88,4.93,4.75,4.88
